Subject,Object,Relationship
died,Khdour,nsubj
died,People,nsubj
died,Negishi,nsubj
died,Navalny,nsubj
died,Miramontes,nsubj
died,Leong,nsubj
died,Lee,nsubj
died,Law,nsubj
died,Hill,nsubj
died,passengers,nsubj
died,He,nsubj
died,Gerrish,nsubj
died,Fernando,nsubj
died,Cavalli,nsubj
died,Bolsonaro,nsubj
died,Bolivar,nsubj
died,Bitmez,nsubj
died,She,nsubj
died,Suarez,nsubj
died,Tan,nsubj
died,Tang,nsubj
died,mother,nsubj
died,migrants,nsubj
died,man,nsubj
died,lawmaker,nsubj
died,he,nsubj
died,founder,nsubj
died,driver,nsubj
died,designer,nsubj
died,daughter,nsubj
died,children,nsubj
died,child,nsubj
died,babies,nsubj
died,all,nsubj
died,Yano,nsubj
died,Xiaoou,nsubj
developed,woman,nsubj
developed,which,nsubj
disabled,transition,dobj
detect,They,nsubj
detecting,tendencies,dobj
detecting,HFMD,dobj
detected,signs,dobj
detected,it,nsubj
detect,which,nsubj
detect,cells,dobj
detect,behaviours,dobj
detect,HFMD,dobj
deter,him,dobj
detaining,executive,dobj
details,report,nsubj
details,journey,dobj
details,findings,dobj
details,He,nsubj
detailing,incident,dobj
detailed,inspections,dobj
deter,anyone,dobj
deter,incident,nsubj
developed,up,nsubj
determine,severity,dobj
determined,dosage,dobj
determined,OIOS,nsubj
determined,Investigators,nsubj
determined,ITF,nsubj
determined,Agency,nsubj
determine,tests,nsubj
determine,surgeons,nsubj
determine,return,dobj
deter,move,dobj
determine,result,dobj
determine,feasibility,dobj
determine,excision,dobj
determine,evolution,nsubj
deteriorated,relations,nsubj
deteriorated,condition,nsubj
deteriorated,Relations,nsubj
detailed,buyers,nsubj
detail,she,nsubj
detail,need,dobj
deserves,right,dobj
designating,individuals,dobj
designated,species,dobj
designated,group,dobj
designated,committee,nsubj
designated,ADF,nsubj
design,mattress,dobj
deserves,she,nsubj
deserves,Shiino,nsubj
detail,he,nsubj
deserve,they,nsubj
deserve,family,nsubj
describing,those,dobj
describing,patient,dobj
describing,conflict,dobj
describes,what,dobj
describes,it,nsubj
designating,it,nsubj
designed,I,nsubj
designed,taew,dobj
designing,I,nsubj
detail,findings,dobj
destroying,group,dobj
destroyed,sector,dobj
destroyed,corruption,nsubj
destroy,riberenos,nsubj
destroy,forest,dobj
destabilize,fallout,nsubj
destabilize,East,dobj
destabilise,rest,dobj
destabilise,parts,dobj
destabilise,country,nsubj
desired,they,nsubj
desired,IBM,dobj
designing,it,nsubj
designing,hardware,dobj
determined,they,nsubj
determines,nominations,dobj
determines,taste,dobj
developed,battery,dobj
developed,formulation,dobj
developed,following,dobj
developed,fellow,nsubj
developed,failure,dobj
developed,earring,dobj
developed,disease,dobj
developed,circuit,dobj
developed,app,dobj
develop,vehicles,dobj
developed,Vivy,nsubj
developed,Starward,nsubj
developed,Scientists,nsubj
developed,RoamAssist,nsubj
developed,Researchers,nsubj
developed,I,nsubj
developed,Huawei,nsubj
developed,friendship,dobj
developed,games,dobj
developed,he,nsubj
developed,leaders,nsubj
developed,that,nsubj
developed,team,nsubj
developed,system,dobj
developed,strips,dobj
developed,she,nsubj
developed,series,dobj
developed,scientists,nsubj
developed,players,dobj
developed,park,dobj
developed,object,dobj
developed,nose,dobj
developed,much,nsubj
developed,material,dobj
developed,man,nsubj
developed,lot,dobj
developed,He,nsubj
develop,uses,dobj
determines,that,nsubj
develop,Park,dobj
develop,electronics,dobj
develop,dog,dobj
develop,designs,dobj
develop,currency,dobj
develop,coffee,dobj
develop,club,dobj
develop,bids,dobj
develop,NTT,nsubj
develop,us,nsubj
devastated,which,nsubj
devastated,vineyards,dobj
detonated,members,nsubj
detonated,explosives,dobj
detonated,bomb,dobj
detonated,M23,nsubj
determining,figure,dobj
develop,film,dobj
develop,framework,dobj
develop,institutions,dobj
develop,intelligence,dobj
develop,type,dobj
develop,ties,dobj
develop,technology,dobj
develop,technologies,dobj
develop,system,dobj
develop,solutions,dobj
develop,skills,dobj
develop,routes,dobj
develop,programmes,dobj
develop,platform,dobj
develop,partnership,nsubj
develop,movement,nsubj
develop,models,dobj
develop,methods,dobj
develop,jet,dobj
directs,which,nsubj
disappear,drops,nsubj
cover,areas,dobj
does,deal,dobj
doing,States,nsubj
doing,Munerlyn,nsubj
doing,Green,nsubj
doing,Germany,nsubj
does,what,dobj
does,plenty,dobj
does,he,nsubj
does,bot,nsubj
doing,dialysis,dobj
does,Thatawakorn,nsubj
does,Kyiv,nsubj
documented,organization,nsubj
documented,investigation,nsubj
documented,injuries,dobj
documented,incidents,dobj
documented,Lab,nsubj
doing,business,dobj
doing,enough,dobj
do,ally,nsubj
doing,tests,dobj
dominate,much,dobj
dominate,market,dobj
doing,what,dobj
doing,we,nsubj
doing,undergrad,dobj
doing,this,dobj
doing,they,nsubj
doing,something,dobj
doing,he,nsubj
doing,she,nsubj
doing,research,dobj
doing,plenty,dobj
doing,me,nsubj
doing,lot,dobj
doing,little,dobj
doing,job,dobj
document,that,nsubj
document,operation,dobj
do,you,nsubj
do,good,dobj
do,more,dobj
do,little,dobj
do,it,nsubj
do,homework,dobj
do,he,nsubj
do,government,nsubj
do,fieldwork,dobj
do,work,dobj
do,farmers,nsubj
do,expectations,dobj
do,everything,dobj
do,control,dobj
do,business,dobj
do,best,dobj
do,authorities,nsubj
do,nothing,dobj
do,part,dobj
do,review,dobj
do,same,dobj
do,whatever,dobj
do,what,dobj
do,we,nsubj
do,utmost,dobj
do,understanding,dobj
do,treatment,dobj
do,this,dobj
do,thing,dobj
do,they,nsubj
do,that,dobj
do,take,dobj
do,state,nsubj
do,staff,nsubj
do,something,dobj
do,searching,dobj
dominate,units,nsubj
dominated,politics,dobj
dominated,that,nsubj
download,books,dobj
drafted,law,dobj
drafted,government,nsubj
downsides,that,nsubj
downloaded,people,nsubj
downloaded,Threads,dobj
download,users,nsubj
download,e,dobj
download,apps,dobj
doubled,amount,dobj
download,-,dobj
downgraded,status,dobj
downgraded,Tokyo,nsubj
downgraded,Inditex,dobj
downgraded,Cochrane,nsubj
doubt,one,nsubj
doubt,nature,dobj
dragged,seconds,nsubj
draw,2,dobj
draw,"S$41,000",dobj
draw,attention,dobj
dreamed,They,nsubj
draws,urbanisation,nsubj
draws,investsors,dobj
drawn,scrutiny,dobj
drawn,investments,nsubj
drawn,condemnation,dobj
drawn,attention,dobj
drawn,appearances,nsubj
drawing,who,nsubj
drawing,inspiration,dobj
drawing,handgun,dobj
drawing,friends,dobj
drawing,attention,dobj
draw,support,dobj
draw,him,nsubj
doubled,trade,nsubj
doubled,Grande,nsubj
dominates,football,dobj
donates,items,dobj
done,TikTok,nsubj
done,Tan,nsubj
done,Russia,nsubj
done,Korea,nsubj
done,It,nsubj
done,I,nsubj
done,Avast,nsubj
donates,chain,nsubj
doubled,Broadcom,nsubj
donated,artwork,dobj
donated,artist,nsubj
donated,Chevigny,nsubj
donated,"2,000",dobj
dominating,stage,dobj
dominates,that,nsubj
dominates,production,dobj
done,anything,dobj
done,bit,dobj
done,business,dobj
done,funds,nsubj
double,trade,nsubj
donning,equipment,dobj
donned,dress,dobj
donned,Jackson,nsubj
done,you,nsubj
done,what,dobj
done,we,nsubj
done,things,dobj
done,that,dobj
done,sets,nsubj
done,opposite,dobj
done,it,dobj
done,innovations,nsubj
done,he,nsubj
done,governments,nsubj
do,anything,dobj
do,all,dobj
disappear,history,nsubj
discuss,countries,dobj
discuss,repercussions,dobj
discuss,potential,dobj
discuss,matters,dobj
discuss,leaders,nsubj
discuss,issues,dobj
discuss,fusion,dobj
discuss,deal,dobj
discuss,concerns,dobj
discuss,subjects,dobj
discuss,change,dobj
discovered,what,dobj
discovered,violations,dobj
discovered,she,nsubj
discovered,room,dobj
discovered,parents,nsubj
discovered,museums,dobj
discuss,safety,dobj
discussed,They,nsubj
do,You,nsubj
disdain,professors,nsubj
dismissed,Parr,nsubj
dismantle,Forces,dobj
dished,each,nsubj
dished,VCs,nsubj
dished,"100,000",dobj
disembarking,superyacht,dobj
disembarked,group,nsubj
disdain,media,dobj
discussed,officials,nsubj
discussing,options,dobj
discussing,grief,dobj
discussing,deal,dobj
discussing,countries,nsubj
discussing,We,nsubj
discussed,ways,dobj
discussed,port,dobj
discovered,he,nsubj
discovered,book,dobj
discovered,archaeologists,nsubj
disclaimed,he,nsubj
disclose,identity,dobj
disclose,documents,nsubj
disclose,details,dobj
disclose,company,nsubj
disclose,clubs,nsubj
disclose,automaker,nsubj
disclaimed,responsibility,dobj
discharging,water,dobj
discovered,Pacific,nsubj
disbursed,DSA,dobj
disarm,Iraq,dobj
disappointed,Street,dobj
disappointed,Alphabet,nsubj
disappeared,road,nsubj
disappeared,it,nsubj
disappeared,he,nsubj
disclose,size,dobj
disclose,statistics,dobj
disclose,value,dobj
disclosed,GIC,nsubj
discovered,Lau,nsubj
discovered,Inspectors,nsubj
discovered,I,nsubj
discover,more,dobj
discover,anime,dobj
discounted,fares,dobj
disclosed,statements,nsubj
disclosed,stake,dobj
disclosed,post,nsubj
disclosed,minister,nsubj
disclosed,holdings,dobj
disclosed,details,dobj
disclosed,chipmaker,nsubj
disclosed,cases,dobj
disclosed,She,nsubj
dismissed,Trump,nsubj
dismissed,headaches,dobj
dismissed,that,dobj
distinguish,patients,dobj
distribute,it,dobj
distribute,images,dobj
distribute,Eneos,nsubj
distressing,diagnosis,nsubj
distracting,which,nsubj
distorts,power,nsubj
distorts,market,dobj
distinguish,himself,dobj
disrupt,work,dobj
distance,me,dobj
distance,It,nsubj
dissolve,that,nsubj
dissolve,compound,nsubj
dissolve,company,dobj
disrupting,trade,dobj
disrupted,shipping,dobj
distribute,which,dobj
distributed,cash,dobj
distributed,she,nsubj
distributes,petroleum,dobj
do,What,dobj
do,Su,nsubj
do,Russia,nsubj
do,MSMEs,nsubj
do,I,nsubj
do,He,nsubj
do,ESG,dobj
do,BOJ,nsubj
divided,India,dobj
divesting,business,dobj
divest,assets,dobj
dived,Wang,nsubj
ditched,college,dobj
distributing,technology,dobj
distributing,content,dobj
disrupted,Attacks,nsubj
disrupt,systems,dobj
dismissing,views,dobj
display,information,dobj
displayed,behaviour,dobj
displayed,Lei,nsubj
displayed,Lapschies,nsubj
display,who,nsubj
display,symptoms,dobj
display,signs,dobj
display,sculptures,dobj
displaces,activities,dobj
disrupt,life,dobj
dispensed,advice,dobj
dispatch,American,dobj
disown,announcement,dobj
disown,Commission,nsubj
disobeying,order,dobj
dismount,they,nsubj
dismount,motorbikes,dobj
displayed,it,nsubj
displayed,jacket,dobj
displayed,significance,dobj
displayed,signs,dobj
disrupt,course,dobj
disrupt,business,dobj
disrespected,sanctity,dobj
disregarded,regulations,dobj
disregarded,company,nsubj
disqualified,two,dobj
disqualified,officer,nsubj
dispute,interpretation,dobj
disposing,waste,dobj
disposing,body,dobj
dispose,company,nsubj
displaying,rash,dobj
displaying,Cuaran,nsubj
displayed,that,nsubj
displayed,symptoms,dobj
describes,herself,dobj
describes,dengue,dobj
describes,communication,nsubj
culminated,This,nsubj
cultivated,he,nsubj
cultivate,indoors,dobj
cultivate,crops,dobj
cultivate,creativity,dobj
cult,brands,dobj
culminated,which,nsubj
culminated,journey,nsubj
cryptocurrency,services,dobj
curb,programme,dobj
cryptoassets,that,nsubj
crying,who,nsubj
cry,he,nsubj
crushed,vehicle,dobj
crushed,they,nsubj
crushed,that,nsubj
crushed,man,dobj
curb,it,nsubj
curb,ties,dobj
criticising,policy,dobj
cut,dioxide,dobj
cut,midsentence,dobj
cut,metal,dobj
cut,it,nsubj
cut,forecasts,dobj
cut,flow,dobj
cut,fishermen,nsubj
cut,fees,dobj
cut,Tribes,nsubj
curb,violence,dobj
cut,Fund,nsubj
cut,Chavez,nsubj
cut,Chad,nsubj
cut,Blethyn,nsubj
cure,we,nsubj
cure,them,dobj
curbing,violence,dobj
crushed,Italy,dobj
crush,resistance,dobj
crowned,Japan,dobj
criticized,Xi,dobj
criticized,he,nsubj
criticized,government,nsubj
criticized,giant,dobj
criticized,focus,dobj
criticized,economists,nsubj
criticized,company,dobj
criticized,administration,nsubj
criticized,Vestager,dobj
crowded,people,nsubj
criticized,Trump,nsubj
criticized,Rush,dobj
criticized,Netanyahu,dobj
criticized,Museum,dobj
criticized,Microsoft,dobj
criticized,Cameron,nsubj
criticize,undertones,dobj
criticized,moves,dobj
criticized,network,dobj
criticized,organisations,nsubj
criticized,panel,nsubj
crossing,highway,dobj
crossed,who,nsubj
crossed,number,nsubj
crossed,migrants,nsubj
crossed,mark,dobj
crossed,he,nsubj
crossed,channel,dobj
crossed,border,dobj
crossed,aircraft,nsubj
crossed,Romania,dobj
cross,borders,dobj
criticizing,approach,dobj
criticized,who,nsubj
criticized,statement,nsubj
criticized,restrictions,dobj
cut,more,dobj
cut,production,nsubj
cut,roles,dobj
deactivated,it,nsubj
dealt,they,nsubj
dealt,he,nsubj
dealing,blow,dobj
dealing,Spartz,nsubj
deal,which,nsubj
deal,that,nsubj
deactivated,polls,dobj
deactivated,comments,dobj
dated,letter,nsubj
dating,awards,nsubj
dating,Song,nsubj
dates,years,dobj
dates,record,nsubj
dates,passion,nsubj
dates,origins,nsubj
dated,them,dobj
debate,MPs,nsubj
debate,issue,dobj
debates,country,nsubj
debunking,perception,dobj
decided,Investigators,nsubj
decided,I,nsubj
decided,He,nsubj
decided,GIC,nsubj
decided,Cheok,nsubj
decided,Bike,nsubj
decided,Bank,nsubj
decide,they,nsubj
decide,themselves,dobj
decide,sides,nsubj
decide,Ministers,nsubj
deceiving,MFA,dobj
deceived,Wee,nsubj
deceived,Chuan,dobj
debuted,Fathoms,nsubj
dated,statements,dobj
dated,invoices,nsubj
cut,strips,dobj
cutting,Bank,nsubj
cutting,move,dobj
cutting,jobs,dobj
cutting,it,nsubj
cutting,fencing,dobj
cutting,factory,dobj
cutting,ears,dobj
cutting,commissions,dobj
cut,who,nsubj
dated,SHKTA,dobj
cut,which,nsubj
cut,ties,dobj
cut,throats,dobj
cut,that,nsubj
cut,tape,dobj
cut,supply,dobj
cut,subsidies,dobj
cutting,ties,dobj
d,we,nsubj
daily,noodles,nsubj
damage,Instagram,nsubj
dated,Regulation,nsubj
dated,Memorandum,nsubj
dated,Feb,dobj
dated,Experts,nsubj
dated,Agency,nsubj
dated,04,dobj
date,origins,nsubj
date,grievances,nsubj
darting,eyes,dobj
darling,him,nsubj
dancing,him,nsubj
dance,people,nsubj
dammed,utility,nsubj
dammed,river,dobj
damage,image,dobj
criticising,push,dobj
criticising,plan,dobj
describes,circumstance,dobj
create,plant,dobj
create,something,dobj
create,solutions,dobj
create,software,dobj
create,sketches,dobj
create,sculpture,dobj
create,rendition,dobj
create,platform,dobj
create,picture,dobj
create,that,nsubj
create,opportunities,dobj
create,nation,dobj
create,movement,dobj
create,motors,dobj
create,medicines,dobj
create,material,dobj
create,label,dobj
create,textiles,dobj
create,ups,dobj
criticising,company,dobj
created,environment,dobj
created,this,nsubj
created,school,nsubj
created,scandal,nsubj
created,lookbooks,dobj
created,he,nsubj
created,firestorm,dobj
created,court,dobj
create,varieties,dobj
created,conditions,dobj
created,coatings,dobj
created,blends,dobj
created,appearance,dobj
created,Students,nsubj
create,you,nsubj
create,who,nsubj
create,genome,dobj
create,experience,dobj
create,environment,dobj
covers,areas,dobj
covers,work,nsubj
covers,which,nsubj
covers,that,nsubj
covers,sorbet,dobj
covers,pistachio,nsubj
covers,period,dobj
covers,movements,dobj
covering,hectares,dobj
create,energy,dobj
covering,cooperation,dobj
covering,breasts,dobj
covered,we,nsubj
covered,that,dobj
cover,wave,dobj
cover,operation,dobj
cover,it,dobj
cracked,Spain,nsubj
cracked,tiles,dobj
crackles,air,nsubj
crashed,it,nsubj
create,disc,dobj
create,deepfakes,dobj
create,dam,dobj
create,content,dobj
create,conditions,dobj
create,companies,nsubj
create,chapter,dobj
create,body,dobj
create,bed,dobj
create,app,dobj
create,EU,nsubj
crashing,metal,nsubj
crashed,world,nsubj
crashed,that,nsubj
crashed,players,nsubj
created,we,nsubj
created,which,nsubj
created,who,nsubj
criticised,William,nsubj
criticised,company,dobj
criticised,backing,dobj
criticised,ambiguities,dobj
criticised,Zuares,nsubj
criticised,Ye,nsubj
criticised,X,dobj
criticised,Wu,nsubj
criticised,Wenbin,nsubj
criticised,Infantino,nsubj
criticised,Trump,dobj
criticised,T&E,nsubj
criticised,ROME,nsubj
criticised,NATO,dobj
criticised,Memorial,nsubj
criticised,Lestari,dobj
criticised,Korea,nsubj
criticised,culture,dobj
criticised,decision,dobj
criticised,government,nsubj
criticised,groups,nsubj
criticising,Netanyahu,dobj
criticises,position,dobj
criticises,He,nsubj
criticised,winner,nsubj
criticised,who,nsubj
criticised,tax,dobj
criticised,spending,dobj
criticised,some,dobj
criticised,officials,nsubj
criticised,move,dobj
criticised,minister,nsubj
criticised,manufacturer,dobj
criticised,lawyers,nsubj
criticised,laws,dobj
criticised,he,nsubj
criticised,Kardashian,dobj
criticised,He,nsubj
creates,Mini,nsubj
creating,electronics,dobj
creating,space,dobj
creating,smartwatch,dobj
creating,organization,dobj
creating,mayhem,dobj
creating,jobs,dobj
creating,instability,dobj
creating,environment,dobj
creating,conflict,dobj
criticised,GIC,dobj
creating,complex,dobj
creating,avenues,dobj
creates,that,nsubj
creates,organisation,nsubj
creates,jobs,dobj
creates,issues,dobj
creates,feeling,dobj
credible,representations,nsubj
credited,he,nsubj
credited,wife,dobj
cried,Ben,nsubj
criticised,Fernandes,dobj
criticised,FA,dobj
criticised,Church,dobj
criticised,China,nsubj
criticised,Cameron,dobj
criticised,Biden,nsubj
criticised,Academy,dobj
criticise,projects,dobj
criticise,operations,dobj
criticise,change,dobj
criticise,H&M,dobj
criminalise,minors,dobj
cried,he,nsubj
cried,Relatives,nsubj
cried,Ho,nsubj
decided,Kofidis,nsubj
decided,Macedo,nsubj
decided,Management,nsubj
denied,request,dobj
denies,Thaksin,nsubj
denies,She,nsubj
denies,Rwanda,nsubj
denies,Oxford,nsubj
denied,wrongdoing,dobj
denied,this,dobj
denied,they,nsubj
denied,party,nsubj
denies,claims,dobj
denied,involvement,dobj
denied,emirate,nsubj
denied,bail,dobj
denied,allegations,dobj
denied,all,nsubj
denied,accusations,dobj
denied,They,nsubj
denies,claim,dobj
denies,government,nsubj
decided,OpenAI,nsubj
denounced,opposition,nsubj
departed,UNEP,nsubj
deny,nations,nsubj
deny,nationality,dobj
deny,interference,dobj
deny,government,nsubj
deny,accusations,dobj
denounced,that,dobj
denounced,hunger,dobj
denies,negligence,dobj
denounced,Turk,nsubj
denounced,Taiwan,dobj
denounced,Somalia,nsubj
denounced,Ministry,nsubj
denounce,outcome,dobj
denies,wrongdoing,dobj
denies,role,dobj
denied,Taliban,nsubj
denied,Official,nsubj
denied,Officer,nsubj
demand,deal,dobj
demanding,rights,dobj
demanding,return,dobj
demanding,pressure,dobj
demanded,who,nsubj
demanded,support,dobj
demanded,Member,nsubj
demanded,Klitschko,nsubj
demand,access,dobj
denied,He,nsubj
delivers,which,nsubj
delivers,groceries,dobj
delivering,storage,dobj
delivering,speech,dobj
delivering,services,dobj
delivering,performances,dobj
delivering,oil,dobj
demands,deal,dobj
demands,field,nsubj
demolish,it,dobj
demonstrate,documents,nsubj
denied,Generations,nsubj
denied,Exxon,nsubj
denied,Conclusions,nsubj
denied,Combs,nsubj
denied,Bailey,nsubj
den,Hurk,dobj
demonstrating,commitment,dobj
demonstrates,which,nsubj
demonstrates,device,nsubj
demonstrates,conduct,nsubj
demonstrates,cause,dobj
demonstrates,Cabrera,dobj
demonstrated,abundance,dobj
demonstrated,Han,nsubj
demonstrate,leadership,dobj
departed,company,dobj
departed,he,nsubj
departing,passengers,dobj
described,he,nsubj
described,judge,nsubj
described,journey,dobj
described,it,dobj
described,issues,dobj
described,investment,dobj
described,himself,dobj
described,him,dobj
described,governments,nsubj
described,audit,dobj
described,government,nsubj
described,first,dobj
described,father,nsubj
described,daughter,dobj
described,criminologist,nsubj
described,company,nsubj
described,cases,nsubj
described,participation,dobj
described,patient,nsubj
described,procedures,dobj
described,prosecutors,nsubj
describes,break,dobj
describes,Organization,nsubj
describes,Lasmar,nsubj
describes,Hui,nsubj
described,years,dobj
described,whom,dobj
described,who,dobj
described,which,nsubj
described,what,dobj
described,treatment,dobj
described,them,dobj
described,statement,nsubj
described,she,nsubj
described,relationship,dobj
described,bombing,dobj
described,actions,dobj
departing,rulers,dobj
deploy,circuits,dobj
describe,authorities,nsubj
descended,country,nsubj
derisking,relationship,dobj
deposits,revenues,dobj
deploying,AI,dobj
deployed,workers,dobj
deploy,we,nsubj
deploy,capital,dobj
described,Wong,nsubj
depicts,scene,dobj
depicts,it,nsubj
depend,they,nsubj
depend,ability,nsubj
depend,Treatments,nsubj
depend,It,nsubj
departing,taxes,dobj
describe,categories,dobj
describe,data,dobj
describe,experience,dobj
describe,journey,dobj
described,Tay,nsubj
described,Spahn,nsubj
described,Shanmugam,nsubj
described,Qayyum,nsubj
described,Prasad,nsubj
described,Officer,nsubj
described,Netanyahu,nsubj
described,Musk,nsubj
described,Lachlan,dobj
described,He,nsubj
described,Chuan,nsubj
described,Blair,nsubj
described,Abloh,dobj
describe,obligations,dobj
describe,measures,nsubj
delivering,justice,dobj
delivering,it,nsubj
delivering,fusion,dobj
declined,attorney,nsubj
decode,message,dobj
declined,who,nsubj
declined,spokesperson,nsubj
declined,spokesman,nsubj
declined,interview,dobj
declined,company,nsubj
declined,companies,nsubj
declined,WPP,nsubj
declaring,President,nsubj
declined,Sigma,nsubj
declined,She,nsubj
declined,Partners,nsubj
declined,Nvidia,nsubj
declined,He,nsubj
declined,H&M,nsubj
declined,Carlyle,nsubj
decomposing,bodies,dobj
decorated,temple,dobj
decorated,which,nsubj
decoupling,We,nsubj
deepen,collaboration,dobj
deepen,China,nsubj
deems,what,dobj
deems,law,dobj
deems,Washington,nsubj
deemed,risk,dobj
deducting,commission,dobj
dedicating,resources,dobj
dedicating,TikTok,nsubj
dedicated,shopfront,dobj
dedicate,time,dobj
decreases,consumption,dobj
decreases,This,nsubj
decreased,This,nsubj
decrease,empathy,nsubj
decline,he,nsubj
declared,which,nsubj
deepen,enforcement,dobj
decided,carmaker,nsubj
decided,he,nsubj
decided,government,nsubj
decided,family,nsubj
decided,couple,nsubj
decided,consultations,nsubj
decided,company,nsubj
decided,committee,nsubj
decided,bidder,dobj
declared,war,dobj
decided,all,nsubj
decided,We,nsubj
decided,Wang,nsubj
decided,Unit,dobj
decided,They,nsubj
decided,Telemarketing,nsubj
decided,She,nsubj
decided,pals,nsubj
decided,parents,nsubj
decided,regulator,nsubj
decided,she,nsubj
declared,state,dobj
declared,limits,dobj
declared,independence,dobj
declared,government,nsubj
declared,d’Alene,dobj
declared,books,nsubj
declared,Xi,nsubj
declared,Journal,nsubj
declared,Fretilin,nsubj
declare,residence,dobj
declare,ceasefire,dobj
decision,regulators,nsubj
deciding,company,dobj
decided,who,nsubj
decided,they,nsubj
deepen,cooperation,dobj
deepen,exchanges,dobj
delivering,address,dobj
delay,importation,dobj
delete,information,dobj
delegated,he,nsubj
delegated,authority,dobj
delaying,call,dobj
delayed,phase,dobj
delayed,deployment,dobj
delayed,challenges,nsubj
defrauded,investors,dobj
defined,specifications,dobj
defrauded,Mashinsky,nsubj
defraud,authorities,dobj
defraud,Ministry,dobj
deflect,needle,dobj
deflect,forces,nsubj
deflate,rally,dobj
deflate,anything,nsubj
deliberated,Jurors,nsubj
delighted,supporters,dobj
delighted,that,nsubj
deliver,brands,nsubj
delivering,He,nsubj
delivered,verdict,dobj
delivered,court,nsubj
delivered,Vendor,nsubj
delivered,FIDS,dobj
deliver,talks,dobj
deliver,solutions,dobj
deliver,services,dobj
deliver,sermons,dobj
deliver,sermon,dobj
deliver,promotions,dobj
deliver,profit,dobj
deliver,medicines,dobj
deliver,food,dobj
deliver,consumers,dobj
defining,law,dobj
define,market,dobj
deepen,firm,nsubj
deepening,exchanges,dobj
defend,artists,dobj
defend,allies,nsubj
defend,Khondh,dobj
defected,who,nsubj
defected,mother,nsubj
defected,She,nsubj
defaulted,firm,nsubj
deepening,collaboration,dobj
defied,he,nsubj
deepening,ASTANA,nsubj
deepened,concern,dobj
deepened,They,nsubj
deepen,understanding,dobj
deepen,ties,dobj
deepen,solidarity,dobj
deepen,inroads,dobj
defend,country,dobj
defend,dignity,dobj
defend,herself,dobj
defend,interests,dobj
defied,decades,dobj
defending,portrayal,dobj
defending,children,nsubj
defended,trade,dobj
defended,group,dobj
defended,Ministry,nsubj
defend,world,dobj
defend,we,nsubj
defend,undermines,dobj
defend,territory,dobj
defend,rainforest,dobj
defend,ourselves,dobj
defend,lead,dobj
defend,landholder,nsubj
defend,land,dobj
calling,MYAirline,dobj
calling,Lyft,dobj
calling,Loke,nsubj
announced,Beijing,nsubj
announced,Comer,nsubj
announced,Combs,nsubj
announced,Cleareye.ai,nsubj
announced,Canada,nsubj
announced,Board,nsubj
announced,Bitdeer,nsubj
announced,Biden,nsubj
announced,Barrett,nsubj
announced,Freedom,dobj
announced,Association,nsubj
announced,Apple,nsubj
announced,Amazon,nsubj
announced,Adeang,nsubj
announce,we,nsubj
announce,that,dobj
announce,passing,dobj
announced,Digital,dobj
announced,Garland,nsubj
allows,it,nsubj
announced,Management,nsubj
announced,OpenAI,nsubj
announced,Official,nsubj
announced,Office,nsubj
announced,Nvidia,nsubj
announced,NUS,nsubj
announced,Minister,nsubj
announced,McKinsey,nsubj
announced,Malpass,nsubj
announced,Goh,nsubj
announced,M23,nsubj
announced,Kwan,nsubj
announced,It,nsubj
announced,Hezbollah,nsubj
announced,HOME,nsubj
announced,Grab,nsubj
announced,Gou,nsubj
announce,palliatives,dobj
announce,investments,dobj
announce,impacts,dobj
alter,personalities,dobj
amended,Act,dobj
am,I,nsubj
am,9,nsubj
altered,conflict,nsubj
alter,years,nsubj
alter,that,nsubj
alter,speech,dobj
alter,outcome,dobj
announce,goals,dobj
alter,models,dobj
alter,appointment,nsubj
alludes,it,nsubj
allows,which,nsubj
allows,visa,nsubj
allows,this,nsubj
allows,that,nsubj
amended,it,nsubj
amount,expenditure,nsubj
amount,restrictions,nsubj
amounted,damage,nsubj
announce,funding,dobj
announce,Biden,nsubj
annexing,list,dobj
annex,region,dobj
angering,IOC,dobj
analyzing,documents,dobj
analysing,documents,dobj
analyse,sleep,dobj
analyse,information,dobj
amputated,two,dobj
amputated,doctors,nsubj
amounts,trade,nsubj
amounts,This,nsubj
amounted,trade,nsubj
amounted,this,nsubj
announced,Patisserie,nsubj
announced,Penh,nsubj
announced,Putin,nsubj
announced,raft,dobj
announced,she,nsubj
announced,setting,dobj
announced,sanctions,dobj
announced,restrictions,dobj
announced,resignation,dobj
announced,renewal,dobj
announced,regulations,dobj
announced,prosecutors,nsubj
announced,news,dobj
announced,profit,dobj
announced,plans,dobj
announced,partnerships,dobj
announced,partnership,nsubj
announced,package,dobj
announced,operator,nsubj
announced,shipment,dobj
announced,signing,dobj
announced,watchdog,nsubj
announced,which,nsubj
anticipated,course,dobj
anticipated,blitzkrieg,dobj
anticipated,Putin,nsubj
anticipate,revenue,dobj
anticipate,We,nsubj
antagonising,China,dobj
answering,queries,dobj
answer,that,dobj
answer,scientists,nsubj
announcing,sanctions,dobj
announcing,platform,dobj
announcing,partnership,dobj
announcing,extension,dobj
announcing,departure,dobj
announced,who,nsubj
announced,opening,dobj
announced,launch,dobj
announced,Qualcomm,nsubj
announced,Technology,nsubj
announced,Wilders,nsubj
announced,Washington,nsubj
announced,Wah,nsubj
announced,University,nsubj
announced,UN,dobj
announced,TikTok,nsubj
announced,They,nsubj
announced,TIME,nsubj
announced,it,nsubj
announced,States,nsubj
announced,Spotify,nsubj
announced,Singapore,nsubj
